current_final_score,score_last_week,score_two_weeks_ago,score_change_7d,score_change_14d,assignments_submitted,assignments_total,submission_rate,days_since_last_grade,class_average,score_vs_class_avg,is_at_risk
57.42,67.5,69.96,-10.08,-12.54,11,11,1.0,3,79.46,-22.04,0
80.9,82.16,81.64,-1.26,-0.74,8,10,0.8,3,60.13,20.77,0
77.83,81.06,85.23,-3.23,-7.4,5,9,0.5556,3,64.31,13.52,0
76.63,66.8,95.86,9.84,-19.23,8,8,1.0,2,71.83,4.8,0
88.59,92.06,97.55,-3.47,-8.96,13,14,0.9286,1,75.04,13.54,0
88.11,87.69,83.6,0.42,4.51,10,12,0.8333,0,56.04,32.08,0
33.06,31.91,44.55,1.15,-11.5,5,11,0.4545,7,76.12,-43.07,1
25.9,31.9,3.96,-6.0,21.94,3,4,0.75,21,64.18,-38.28,1
64.62,66.95,64.27,-2.32,0.35,1,3,0.3333,0,68.3,-3.68,0
35.58,36.89,38.78,-1.32,-3.2,6,9,0.6667,19,74.67,-39.1,1
53.97,50.8,44.31,3.17,9.66,12,14,0.8571,3,56.97,-3.0,0
34.96,19.79,45.83,15.17,-10.87,2,12,0.1667,19,63.84,-28.88,1
71.26,64.34,80.64,6.92,-9.38,9,9,1.0,0,60.85,10.41,0
77.39,60.2,86.41,17.19,-9.02,7,8,0.875,3,73.44,3.95,0
58.52,64.81,71.13,-6.29,-12.61,9,12,0.75,2,78.92,-20.4,0
35.51,35.9,49.14,-0.38,-13.62,5,7,0.7143,27,58.11,-22.59,1
81.93,78.37,82.73,3.55,-0.8,6,8,0.75,6,62.33,19.59,0
48.55,60.17,54.05,-11.61,-5.49,12,12,1.0,10,58.12,-9.56,1
93.08,93.87,87.33,-0.79,5.75,9,10,0.9,1,59.4,33.68,0
72.88,65.35,66.01,7.53,6.87,8,11,0.7273,5,73.23,-0.35,0
65.97,67.99,65.95,-2.03,0.02,8,8,1.0,4,79.15,-13.18,0
85.96,85.13,79.34,0.83,6.63,6,9,0.6667,2,58.8,27.16,0
92.85,84.99,81.14,7.86,11.71,10,11,0.9091,0,79.39,13.46,0
94.94,88.58,100.0,6.35,-7.4,10,10,1.0,0,58.52,36.42,0
39.53,35.89,26.08,3.65,13.46,2,10,0.2,11,73.93,-34.39,1
88.88,83.42,89.77,5.46,-0.9,7,7,1.0,3,66.93,21.95,0
87.21,99.04,84.33,-11.83,2.88,7,11,0.6364,3,58.04,29.17,0
83.73,93.25,86.65,-9.51,-2.92,3,6,0.5,3,67.59,16.14,1
94.94,91.89,83.41,3.05,11.54,4,6,0.6667,2,61.85,33.09,0
35.48,27.36,14.48,8.11,20.99,5,10,0.5,18,55.42,-19.95,1
53.03,51.24,60.83,1.79,-7.8,8,9,0.8889,3,67.17,-14.14,0
96.34,100.0,100.0,-9.44,-5.62,1,3,0.3333,3,59.2,37.14,1
79.64,85.57,72.41,-5.93,7.23,5,6,0.8333,0,71.88,7.76,0
72.2,82.65,67.66,-10.45,4.54,7,13,0.5385,5,61.31,10.89,1
85.86,79.38,72.09,6.48,13.77,13,13,1.0,6,75.53,10.33,0
90.65,80.81,81.57,9.83,9.08,6,9,0.6667,0,66.0,24.64,0
37.03,30.35,32.77,6.68,4.26,7,10,0.7,11,55.8,-18.77,1
94.38,84.52,100.0,9.86,-13.48,9,14,0.6429,2,76.37,18.01,0
73.05,73.6,86.22,-0.55,-13.17,6,6,1.0,3,65.43,7.63,0
28.11,15.39,18.33,12.73,9.78,2,14,0.1429,20,67.97,-39.86,1
43.61,50.94,64.98,-7.33,-21.37,5,10,0.5,29,67.97,-24.37,1
37.96,42.17,43.68,-4.21,-5.72,6,7,0.8571,22,72.24,-34.28,1
71.1,83.98,84.04,-12.88,-12.94,10,12,0.8333,0,64.4,6.7,0
73.75,74.96,75.58,-1.21,-1.83,2,4,0.5,0,55.46,18.29,0
60.89,59.83,57.4,1.06,3.49,6,7,0.8571,2,61.12,-0.23,0
78.7,75.83,82.63,2.87,-3.93,7,7,1.0,0,73.07,5.63,0
84.96,80.06,100.0,4.9,-34.25,2,3,0.6667,6,57.97,26.99,0
93.51,90.21,80.78,3.29,12.72,7,7,1.0,0,72.63,20.87,0
63.58,60.64,67.0,2.94,-3.42,10,10,1.0,4,66.82,-3.24,0
79.15,90.03,91.84,-10.88,-12.69,4,7,0.5714,2,71.19,7.96,1
96.5,97.93,100.0,-1.44,-6.51,6,10,0.6,0,61.86,34.63,0
60.27,72.18,62.94,-11.91,-2.67,4,8,0.5,6,58.24,2.03,1
54.76,51.63,56.94,3.13,-2.17,9,14,0.6429,1,78.38,-23.62,0
40.58,34.09,40.54,6.48,0.04,0,13,0.0,8,62.61,-22.03,1
84.25,85.18,89.2,-0.93,-4.96,10,14,0.7143,1,74.48,9.77,0
73.84,73.27,79.03,0.57,-5.18,2,3,0.6667,4,64.01,9.83,0
69.66,65.67,71.61,3.98,-1.95,3,6,0.5,4,79.79,-10.13,0
57.87,57.16,54.65,0.71,3.23,7,9,0.7778,6,55.18,2.69,0
82.51,79.99,82.64,2.51,-0.14,3,6,0.5,3,58.86,23.65,0
85.45,89.17,76.84,-3.72,8.6,5,8,0.625,1,72.84,12.61,0
21.63,31.73,28.5,-10.1,-6.87,0,3,0.0,20,56.34,-34.71,1
75.54,84.72,76.77,-9.18,-1.22,3,3,1.0,4,68.82,6.72,0
95.87,98.84,100.0,-2.97,-14.82,9,11,0.8182,4,62.25,33.62,0
66.98,68.5,67.89,-1.51,-0.91,14,14,1.0,0,61.25,5.73,0
66.82,73.48,64.79,-6.65,2.03,10,12,0.8333,0,65.87,0.96,0
94.52,100.0,64.59,-10.61,29.93,3,6,0.5,6,62.12,32.4,1
72.58,66.52,87.62,6.06,-15.05,5,8,0.625,5,58.92,13.66,0
78.77,88.08,89.46,-9.3,-10.69,7,12,0.5833,3,64.16,14.62,1
79.1,74.56,81.63,4.54,-2.53,9,11,0.8182,2,69.79,9.32,0
52.55,48.07,59.03,4.48,-6.49,2,4,0.5,2,72.7,-20.16,0
91.38,91.81,90.47,-0.43,0.91,4,7,0.5714,4,76.71,14.67,0
92.55,79.96,86.57,12.59,5.97,9,10,0.9,3,76.19,16.36,0
69.2,57.87,80.67,11.33,-11.47,6,10,0.6,5,61.97,7.23,0
26.85,23.17,42.44,3.67,-15.59,0,4,0.0,19,69.07,-42.22,1
53.48,58.99,59.61,-5.51,-6.14,3,4,0.75,6,65.46,-11.98,0
59.0,45.99,70.1,13.0,-11.11,4,7,0.5714,5,76.01,-17.02,0
90.26,92.85,68.4,-2.6,21.86,3,4,0.75,5,73.34,16.92,0
70.78,69.17,73.74,1.61,-2.96,12,12,1.0,2,76.32,-5.54,0
62.8,67.31,47.43,-4.51,15.37,6,10,0.6,6,79.84,-17.04,0
95.72,96.76,82.33,-1.04,13.39,8,8,1.0,5,55.51,40.21,0
74.24,71.51,74.0,2.73,0.24,7,9,0.7778,6,78.55,-4.31,0
23.61,24.15,29.87,-0.54,-6.26,8,10,0.8,23,60.21,-36.59,1
93.7,93.79,100.0,-0.09,-20.59,3,6,0.5,2,73.69,20.0,0
69.91,68.76,77.37,1.14,-7.47,7,10,0.7,1,75.36,-5.46,0
56.78,47.32,49.29,9.46,7.48,13,13,1.0,1,68.22,-11.44,0
64.31,58.14,70.61,6.16,-6.31,10,10,1.0,0,77.04,-12.74,0
53.23,48.67,59.31,4.55,-6.08,3,3,1.0,4,66.06,-12.84,0
73.72,68.89,51.81,4.83,21.9,12,14,0.8571,1,78.53,-4.81,0
97.62,96.33,95.69,1.29,1.93,10,14,0.7143,4,76.69,20.93,0
40.09,41.93,29.44,-1.84,10.65,4,8,0.5,21,55.08,-14.99,1
78.42,75.82,74.17,2.6,4.25,3,6,0.5,3,62.78,15.64,0
81.62,82.25,57.98,-0.62,23.64,3,5,0.6,6,65.88,15.74,0
77.63,68.52,72.57,9.11,5.06,14,14,1.0,2,72.75,4.88,0
39.95,39.13,39.89,0.82,0.06,0,6,0.0,19,64.8,-24.85,1
62.07,65.24,82.66,-3.17,-20.59,2,4,0.5,5,66.23,-4.16,1
91.1,96.28,96.91,-5.18,-5.82,14,14,1.0,0,55.25,35.85,0
72.9,75.79,82.02,-2.89,-9.12,5,5,1.0,6,67.05,5.86,0
78.5,78.93,55.92,-0.43,22.57,12,13,0.9231,3,59.6,18.9,0
52.72,61.2,49.61,-8.48,3.11,11,11,1.0,0,77.78,-25.06,0
59.97,54.71,56.46,5.27,3.52,9,9,1.0,6,73.8,-13.82,0
32.19,30.69,56.6,1.5,-24.41,3,10,0.3,24,58.36,-26.17,1
32.52,27.55,47.6,4.96,-15.08,6,6,1.0,11,71.34,-38.82,1
75.21,74.47,89.79,0.74,-14.58,7,7,1.0,4,72.06,3.15,0
83.29,82.31,80.04,0.98,3.26,5,6,0.8333,2,69.3,14.0,0
72.81,70.15,70.99,2.66,1.82,8,13,0.6154,6,77.37,-4.56,0
78.8,77.79,91.97,1.01,-13.17,7,10,0.7,4,69.12,9.68,0
52.3,53.18,42.24,-0.88,10.06,7,13,0.5385,6,55.08,-2.78,0
44.66,48.5,50.83,-3.84,-6.17,6,6,1.0,15,73.71,-29.05,1
83.85,80.24,82.95,3.61,0.9,4,8,0.5,0,78.86,4.99,0
45.61,56.28,50.94,-10.68,-5.33,0,10,0.0,17,74.97,-29.36,1
45.39,44.1,47.11,1.29,-1.72,7,7,1.0,16,55.81,-10.42,1
56.4,57.47,62.33,-1.07,-5.93,5,5,1.0,5,68.45,-12.05,0
55.58,66.11,51.04,-10.53,4.54,5,8,0.625,1,77.45,-21.87,0
32.36,31.74,26.45,0.62,5.91,1,4,0.25,5,57.37,-25.01,1
62.86,64.3,60.33,-1.44,2.53,7,13,0.5385,6,79.52,-16.67,0
51.2,57.53,48.11,-6.33,3.09,2,4,0.5,0,60.25,-9.05,0
73.35,77.3,79.29,-3.95,-5.95,10,13,0.7692,0,60.72,12.62,0
71.67,65.69,69.57,5.99,2.11,5,9,0.5556,4,55.38,16.29,0
79.1,67.2,71.53,11.9,7.57,1,3,0.3333,5,55.77,23.33,0
73.93,79.19,65.46,-5.26,8.48,14,14,1.0,0,69.69,4.25,0
73.16,77.29,48.83,-4.13,24.33,8,8,1.0,4,55.05,18.1,0
62.96,56.66,57.2,6.3,5.76,3,6,0.5,3,60.06,2.9,0
74.12,72.69,69.32,1.43,4.8,11,11,1.0,1,70.81,3.3,0
51.41,51.24,40.09,0.17,11.32,10,11,0.9091,4,72.68,-21.27,0
59.42,66.44,51.31,-7.02,8.11,13,14,0.9286,4,57.42,1.99,0
90.19,95.48,100.0,-5.29,-14.43,6,8,0.75,1,74.41,15.77,0
67.11,72.27,75.66,-5.17,-8.56,7,9,0.7778,2,58.9,8.21,0
84.66,89.77,80.77,-5.12,3.89,4,5,0.8,0,72.44,12.22,0
51.23,60.55,49.84,-9.32,1.39,6,7,0.8571,2,79.04,-27.81,0
88.24,87.74,93.87,0.5,-5.63,8,8,1.0,6,66.88,21.36,0
72.63,75.03,65.53,-2.41,7.1,7,8,0.875,6,71.92,0.7,0
97.0,97.35,78.48,-0.35,18.51,6,7,0.8571,4,62.01,34.98,0
84.02,82.52,86.93,1.5,-2.91,5,8,0.625,0,57.9,26.12,0
70.76,73.76,65.54,-3.0,5.21,2,4,0.5,5,76.15,-5.39,0
84.89,79.72,76.1,5.17,8.79,5,5,1.0,4,68.59,16.3,0
52.63,56.82,54.72,-4.2,-2.09,4,6,0.6667,3,67.84,-15.22,0
52.66,47.58,58.38,5.08,-5.72,11,12,0.9167,4,57.3,-4.63,0
67.32,73.73,63.86,-6.41,3.45,2,3,0.6667,1,58.2,9.12,0
74.69,66.57,70.55,8.12,4.14,6,6,1.0,5,62.5,12.19,0
42.67,44.26,55.44,-1.59,-12.77,7,14,0.5,29,77.25,-34.59,1
53.68,53.75,63.46,-0.07,-9.78,3,4,0.75,6,72.92,-19.24,0
65.59,62.32,70.25,3.28,-4.66,7,12,0.5833,5,60.75,4.84,0
51.54,47.36,68.26,4.18,-16.72,6,9,0.6667,4,69.79,-18.25,1
73.08,72.4,73.5,0.67,-0.42,7,13,0.5385,1,72.0,1.07,0
52.52,49.46,58.68,3.06,-6.16,9,11,0.8182,3,55.82,-3.3,0
94.44,96.33,100.0,-1.89,-11.53,3,4,0.75,1,64.87,29.57,0
93.06,94.2,86.37,-1.14,6.69,8,12,0.6667,5,57.31,35.74,0
56.74,65.16,74.29,-8.42,-17.54,2,3,0.6667,1,78.44,-21.69,1
71.98,61.31,65.58,10.67,6.4,10,11,0.9091,3,63.92,8.06,0
60.26,57.95,52.28,2.31,7.99,6,7,0.8571,2,72.22,-11.96,0
40.87,37.88,34.3,3.0,6.58,4,5,0.8,23,77.27,-36.4,1
94.04,91.69,63.52,2.35,30.52,13,13,1.0,1,71.04,23.0,0
82.45,81.27,100.0,1.18,-22.25,5,8,0.625,0,61.34,21.11,0
94.36,91.29,92.34,3.06,2.02,11,12,0.9167,6,77.38,16.97,0
43.3,42.13,47.35,1.17,-4.05,1,7,0.1429,8,58.73,-15.43,1
89.89,84.8,83.41,5.09,6.48,13,14,0.9286,5,70.76,19.13,0
53.31,56.67,56.88,-3.36,-3.57,7,11,0.6364,6,72.83,-19.51,0
33.52,40.53,36.81,-7.01,-3.28,4,4,1.0,5,76.65,-43.12,1
40.84,53.89,55.02,-13.05,-14.18,4,10,0.4,6,72.94,-32.1,1
54.27,52.61,51.07,1.67,3.2,6,7,0.8571,1,60.54,-6.26,0
30.53,28.83,45.47,1.69,-14.95,3,7,0.4286,16,64.21,-33.68,1
30.51,45.07,22.28,-14.56,8.22,6,11,0.5455,17,75.48,-44.97,1
65.82,56.95,80.64,8.87,-14.82,8,9,0.8889,4,77.62,-11.81,0
71.62,69.08,70.25,2.53,1.37,9,11,0.8182,4,66.76,4.85,0
38.78,38.18,33.61,0.6,5.17,5,7,0.7143,23,79.73,-40.95,1
92.0,95.94,79.31,-3.94,12.69,6,8,0.75,6,65.25,26.75,0
51.16,50.88,41.63,0.28,9.53,8,13,0.6154,0,55.76,-4.6,0
77.34,67.56,75.49,9.77,1.85,7,7,1.0,3,78.91,-1.58,0
81.02,72.88,67.64,8.14,13.38,9,14,0.6429,5,76.28,4.74,0
63.83,56.73,75.48,7.1,-11.65,7,8,0.875,4,62.75,1.08,0
83.03,85.22,62.78,-2.19,20.25,10,14,0.7143,5,74.55,8.48,0
57.78,60.46,41.67,-2.68,16.11,5,5,1.0,4,78.58,-20.8,0
43.2,50.2,35.09,-7.01,8.11,2,14,0.1429,14,63.23,-20.03,1
52.96,53.39,67.63,-0.43,-14.67,7,12,0.5833,6,78.59,-25.63,0
95.14,82.33,83.52,12.81,11.62,8,8,1.0,0,55.77,39.37,0
93.46,91.18,80.04,2.28,13.43,8,10,0.8,6,68.39,25.08,0
82.91,78.71,77.79,4.2,5.12,3,6,0.5,0,59.72,23.2,0
85.5,89.67,75.55,-4.17,9.95,2,4,0.5,4,70.16,15.34,0
93.28,93.0,92.59,0.27,0.69,10,11,0.9091,6,77.79,15.49,0
58.67,61.75,50.32,-3.08,8.35,1,3,0.3333,4,65.69,-7.02,0
63.72,69.15,65.38,-5.43,-1.66,8,9,0.8889,6,65.59,-1.87,0
95.25,97.81,100.0,-2.55,-16.57,9,12,0.75,0,71.44,23.81,0
76.8,77.05,81.72,-0.24,-4.92,12,13,0.9231,1,71.77,5.03,0
37.57,48.14,27.64,-10.57,9.93,10,14,0.7143,17,74.33,-36.76,1
66.85,60.97,70.72,5.89,-3.87,3,3,1.0,6,79.58,-12.72,0
50.05,49.11,41.1,0.94,8.95,8,11,0.7273,0,65.0,-14.94,0
48.74,60.79,43.05,-12.05,5.69,6,6,1.0,16,71.85,-23.12,1
52.64,56.75,57.24,-4.1,-4.6,10,12,0.8333,6,57.84,-5.2,0
30.5,26.1,45.88,4.4,-15.38,5,5,1.0,22,61.56,-31.06,1
53.8,58.23,73.31,-4.43,-19.5,6,8,0.75,5,77.62,-23.81,1
60.75,63.41,54.39,-2.66,6.36,6,11,0.5455,0,62.72,-1.97,0
66.69,61.53,53.4,5.15,13.29,3,6,0.5,1,78.63,-11.94,0
72.72,68.93,64.63,3.8,8.09,7,7,1.0,1,58.56,14.16,0
85.1,90.15,81.35,-5.05,3.75,7,13,0.5385,1,76.52,8.58,0
43.96,49.91,40.13,-5.95,3.83,1,3,0.3333,18,55.69,-11.73,1
56.73,54.74,51.14,2.0,5.6,2,3,0.6667,1,62.82,-6.08,0
50.07,59.88,65.62,-9.81,-15.55,9,10,0.9,5,72.98,-22.9,1
73.69,74.64,83.55,-0.96,-9.86,10,11,0.9091,4,76.57,-2.88,0
50.21,46.21,65.66,4.0,-15.45,9,10,0.9,3,58.18,-7.97,1
96.46,97.39,97.06,-0.93,-0.6,8,12,0.6667,3,73.96,22.5,0
61.72,65.09,45.67,-3.38,16.05,1,3,0.3333,0,78.04,-16.33,0
61.61,63.45,47.92,-1.84,13.69,11,14,0.7857,0,59.77,1.84,0
83.98,85.82,74.31,-1.84,9.68,7,13,0.5385,1,70.13,13.86,0
63.55,67.19,63.8,-3.64,-0.25,4,6,0.6667,6,79.52,-15.97,0
79.47,67.11,87.9,12.36,-8.43,6,9,0.6667,2,61.73,17.74,0
92.39,92.81,88.06,-0.42,4.33,11,11,1.0,2,75.99,16.4,0
59.21,58.02,32.33,1.19,26.88,4,6,0.6667,5,74.79,-15.58,0
48.8,52.46,46.2,-3.66,2.6,6,13,0.4615,13,64.39,-15.6,1
75.45,81.67,66.64,-6.21,8.81,10,13,0.7692,5,75.78,-0.33,0
54.81,63.13,55.93,-8.32,-1.12,3,6,0.5,6,58.27,-3.46,1
80.47,81.57,70.88,-1.1,9.6,4,6,0.6667,4,57.47,23.0,0
30.48,29.78,26.46,0.7,4.01,7,10,0.7,7,77.4,-46.92,1
50.85,52.16,48.42,-1.31,2.43,5,9,0.5556,4,65.77,-14.92,0
67.49,68.53,83.03,-1.05,-15.55,3,3,1.0,3,62.98,4.5,0
63.41,62.21,58.73,1.19,4.68,6,9,0.6667,5,76.44,-13.03,0
27.54,32.92,21.81,-5.38,5.73,2,3,0.6667,10,69.38,-41.84,1
34.62,36.11,35.99,-1.49,-1.37,3,10,0.3,7,71.89,-37.27,1
40.08,39.6,38.5,0.48,1.57,8,9,0.8889,22,74.97,-34.9,1
32.17,32.24,26.8,-0.07,5.37,4,4,1.0,5,79.94,-47.77,1
74.68,76.62,66.16,-1.95,8.51,12,12,1.0,5,59.01,15.67,0
66.09,65.45,71.09,0.64,-5.0,6,8,0.75,4,73.5,-7.41,0
68.03,65.43,75.46,2.6,-7.43,2,3,0.6667,3,72.72,-4.69,0
88.59,93.86,74.46,-5.27,14.13,8,10,0.8,6,79.1,9.5,0
23.33,21.69,27.02,1.64,-3.68,5,5,1.0,14,77.66,-54.32,1
78.52,73.51,73.3,5.01,5.22,5,6,0.8333,1,56.83,21.69,0
64.48,67.34,63.3,-2.86,1.18,4,6,0.6667,1,78.83,-14.35,0
45.34,41.92,35.4,3.42,9.94,8,9,0.8889,19,60.57,-15.22,1
73.54,80.29,86.06,-6.75,-12.53,8,11,0.7273,4,76.74,-3.21,0
88.8,94.48,88.91,-5.67,-0.11,5,7,0.7143,1,68.01,20.79,0
67.58,78.14,61.08,-10.56,6.51,4,5,0.8,5,55.58,12.0,0
85.51,95.33,84.87,-9.81,0.64,5,6,0.8333,4,79.04,6.48,0
73.02,69.5,65.96,3.52,7.05,8,13,0.6154,1,58.27,14.75,0
42.97,36.34,46.74,6.63,-3.78,10,13,0.7692,6,72.58,-29.61,1
80.52,79.13,78.04,1.39,2.49,8,11,0.7273,5,74.64,5.88,0
51.8,62.05,47.88,-10.26,3.92,6,6,1.0,6,70.05,-18.25,0
72.0,73.7,89.61,-1.7,-17.6,9,14,0.6429,1,56.94,15.06,0
44.47,38.24,36.93,6.24,7.54,0,12,0.0,5,79.65,-35.18,1
70.88,76.51,61.62,-5.63,9.26,6,9,0.6667,3,71.96,-1.08,0
62.1,61.99,86.08,0.11,-23.98,2,4,0.5,3,65.73,-3.63,1
25.9,17.87,27.78,8.02,-1.88,11,14,0.7857,25,77.3,-51.4,1
60.36,60.77,61.97,-0.41,-1.62,6,6,1.0,0,72.2,-11.85,0
31.78,34.25,37.26,-2.47,-5.48,3,3,1.0,22,65.4,-33.62,1
24.05,35.23,13.25,-11.18,10.8,1,4,0.25,13,73.71,-49.66,1
89.02,87.08,93.84,1.94,-4.82,11,11,1.0,3,73.35,15.67,0
30.0,30.36,30.71,-0.36,-0.71,13,13,1.0,25,58.3,-28.3,1
55.12,60.76,59.25,-5.64,-4.13,2,4,0.5,3,69.86,-14.74,0
28.96,14.63,14.52,14.33,14.44,8,13,0.6154,17,65.07,-36.11,1
44.34,49.35,55.3,-5.02,-10.96,9,12,0.75,7,56.5,-12.16,1
54.09,51.11,58.81,2.97,-4.72,8,13,0.6154,0,57.6,-3.51,0
60.02,61.51,79.28,-1.48,-19.26,6,7,0.8571,3,61.86,-1.84,1
90.0,90.45,82.34,-0.44,7.66,10,14,0.7143,0,62.69,27.32,0
89.07,88.55,99.15,0.52,-10.08,3,6,0.5,0,69.58,19.5,0
91.65,95.34,94.13,-3.7,-2.48,2,4,0.5,3,72.36,19.29,0
39.79,42.33,55.37,-2.54,-15.59,0,5,0.0,22,56.3,-16.52,1
20.78,25.33,27.88,-4.56,-7.1,9,10,0.9,9,56.06,-35.29,1
33.44,37.66,43.58,-4.22,-10.14,3,3,1.0,16,71.66,-38.22,1
91.77,100.0,73.12,-9.94,18.64,8,14,0.5714,4,76.16,15.61,1
85.17,92.76,63.26,-7.59,21.92,8,13,0.6154,1,58.31,26.86,0
58.5,66.62,73.08,-8.12,-14.58,10,10,1.0,3,69.45,-10.95,0
57.7,51.74,47.13,5.96,10.57,6,8,0.75,6,78.52,-20.82,0
25.66,25.08,41.81,0.58,-16.15,8,10,0.8,25,74.33,-48.67,1
54.44,42.98,69.82,11.45,-15.38,9,9,1.0,4,62.26,-7.83,1
94.93,86.58,97.05,8.35,-2.12,8,12,0.6667,5,75.98,18.95,0
91.79,85.63,87.79,6.17,4.01,7,11,0.6364,0,77.17,14.63,0
97.14,100.0,87.48,-3.43,9.66,10,10,1.0,1,77.56,19.58,0
69.55,61.17,66.48,8.38,3.07,6,10,0.6,4,75.7,-6.15,0
73.02,71.95,72.71,1.07,0.31,10,13,0.7692,6,73.17,-0.15,0
84.39,93.27,100.0,-8.89,-26.13,10,12,0.8333,0,61.03,23.36,0
51.03,55.11,55.26,-4.08,-4.23,4,6,0.6667,0,60.42,-9.39,0
20.01,23.55,16.7,-3.54,3.31,3,3,1.0,8,66.05,-46.04,1
78.79,83.26,98.79,-4.48,-20.0,6,11,0.5455,0,61.02,17.77,0
73.07,65.3,70.6,7.77,2.47,9,13,0.6923,1,68.17,4.9,0
34.07,39.39,26.57,-5.32,7.5,4,10,0.4,15,60.08,-26.01,1
93.92,91.89,90.34,2.03,3.58,9,9,1.0,0,59.42,34.5,0
45.81,57.38,51.22,-11.57,-5.42,6,10,0.6,28,67.95,-22.14,1
89.15,92.72,70.7,-3.57,18.45,11,13,0.8462,3,67.95,21.2,0
92.74,94.11,88.47,-1.37,4.27,7,13,0.5385,4,76.49,16.25,0
89.66,97.01,98.59,-7.35,-8.93,12,14,0.8571,5,79.83,9.83,0
21.73,16.43,16.56,5.3,5.17,5,6,0.8333,9,57.2,-35.47,1
67.29,65.74,77.77,1.55,-10.49,11,13,0.8462,3,76.94,-9.66,0
29.02,31.24,26.72,-2.22,2.3,0,4,0.0,8,76.04,-47.02,1
69.26,65.88,58.65,3.39,10.62,8,9,0.8889,2,57.68,11.59,0
78.29,83.09,83.81,-4.8,-5.53,8,9,0.8889,3,55.85,22.43,0
90.21,94.6,74.07,-4.39,16.14,6,9,0.6667,5,56.77,33.44,0
92.83,85.85,83.31,6.98,9.52,9,12,0.75,0,58.18,34.65,0
75.24,77.03,72.98,-1.79,2.27,2,3,0.6667,5,77.15,-1.91,0
60.11,64.05,58.21,-3.93,1.91,11,13,0.8462,1,77.89,-17.78,0
83.86,77.73,78.0,6.13,5.86,10,14,0.7143,5,56.51,27.35,0
77.13,88.28,82.21,-11.15,-5.08,2,3,0.6667,0,78.95,-1.82,0
21.71,15.99,28.62,5.72,-6.91,1,9,0.1111,11,70.59,-48.88,1
90.53,80.21,94.08,10.32,-3.55,10,13,0.7692,0,79.58,10.95,0
57.68,63.23,69.77,-5.56,-12.09,6,9,0.6667,3,73.74,-16.06,0
88.92,95.08,90.64,-6.16,-1.72,5,8,0.625,5,74.82,14.09,0
81.05,81.77,73.77,-0.73,7.27,10,14,0.7143,1,69.04,12.01,0
96.68,97.48,100.0,-0.81,-7.06,7,9,0.7778,0,65.11,31.57,0
59.09,61.6,58.67,-2.51,0.42,7,10,0.7,0,70.64,-11.55,0
27.39,28.59,31.43,-1.2,-4.05,0,5,0.0,25,66.01,-38.63,1
85.78,78.18,79.55,7.6,6.24,9,12,0.75,1,76.56,9.22,0
66.31,71.3,69.58,-4.98,-3.26,2,4,0.5,5,74.93,-8.62,0
90.68,95.47,80.5,-4.79,10.19,5,7,0.7143,0,78.85,11.83,0
94.76,91.18,91.64,3.58,3.12,2,4,0.5,1,66.83,27.93,0
87.87,92.17,75.54,-4.3,12.33,8,8,1.0,5,58.86,29.01,0
74.86,72.36,89.27,2.51,-14.41,3,5,0.6,5,70.33,4.53,0
63.16,55.83,70.24,7.33,-7.08,11,12,0.9167,0,70.39,-7.23,0
40.56,31.52,43.18,9.04,-2.62,0,7,0.0,7,71.21,-30.65,1
20.52,22.78,26.13,-2.26,-5.61,3,3,1.0,25,78.08,-57.56,1
48.11,52.11,58.89,-4.0,-10.78,1,4,0.25,26,58.85,-10.74,1
80.15,89.35,77.46,-9.2,2.69,3,6,0.5,5,73.83,6.32,1
67.39,62.13,70.51,5.26,-3.12,6,10,0.6,1,59.59,7.8,0
68.81,60.52,68.22,8.29,0.6,3,6,0.5,5,67.96,0.85,0
70.99,64.41,66.23,6.58,4.76,10,11,0.9091,6,59.72,11.27,0
52.56,47.71,52.95,4.85,-0.39,7,13,0.5385,4,58.26,-5.7,0
53.28,64.24,43.26,-10.95,10.02,3,6,0.5,6,61.62,-8.34,1
75.03,75.19,63.67,-0.16,11.36,3,4,0.75,6,71.95,3.08,0
65.89,66.65,78.59,-0.77,-12.7,2,3,0.6667,2,64.48,1.41,0
72.4,68.46,76.95,3.94,-4.55,9,11,0.8182,4,79.43,-7.03,0
27.42,24.41,27.71,3.01,-0.29,0,8,0.0,6,79.8,-52.38,1
21.85,15.11,15.08,6.74,6.77,4,9,0.4444,17,55.2,-33.34,1
65.49,62.17,64.62,3.32,0.87,8,9,0.8889,0,79.54,-14.06,0
86.64,85.52,89.35,1.12,-2.71,8,14,0.5714,0,59.22,27.43,0
81.12,88.43,78.56,-7.3,2.56,10,11,0.9091,6,72.68,8.44,0
68.76,65.0,53.91,3.75,14.85,13,13,1.0,2,60.4,8.36,0
80.99,72.81,76.23,8.18,4.76,6,8,0.75,0,65.69,15.31,0
97.44,100.0,99.52,-10.05,-2.08,7,12,0.5833,2,69.98,27.46,1
33.4,32.66,27.25,0.74,6.15,5,13,0.3846,16,61.85,-28.45,1
96.02,92.76,100.0,3.25,-8.09,7,10,0.7,6,63.78,32.24,0
82.84,85.21,96.8,-2.36,-13.95,11,12,0.9167,6,79.25,3.59,0
96.53,94.98,100.0,1.55,-10.66,9,10,0.9,5,69.46,27.07,0
81.42,78.14,90.77,3.28,-9.35,3,3,1.0,6,72.32,9.1,0
54.06,48.21,58.29,5.85,-4.23,1,3,0.3333,6,66.67,-12.61,0
57.48,54.14,68.4,3.34,-10.92,3,3,1.0,5,68.68,-11.19,0
